# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	pseudogene	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5254485	5254613	-							MPAO1_24895	129		pseudo
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5254761	5256989	+							MPAO1_24900	2229		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5257059	5257706	-							MPAO1_24905	648		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5257768	5259006	-							MPAO1_24910	1239		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5259205	5259657	-					rimI		MPAO1_24915	453		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5259654	5260355	-							MPAO1_24920	702		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5260615	5261151	-							MPAO1_24925	537		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5261182	5262201	-							MPAO1_24930	1020		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5262203	5263249	-							MPAO1_24935	1047		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5263454	5264056	-							MPAO1_24940	603		
gene	pseudogene	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5264341	5265276	+							MPAO1_24945	936		pseudo
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5265315	5268161	+							MPAO1_24950	2847		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5268273	5269280	+							MPAO1_24955	1008		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5269301	5270839	+							MPAO1_24960	1539		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5270920	5273226	-							MPAO1_24965	2307		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5273219	5273839	-							MPAO1_24970	621		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5273826	5274533	-							MPAO1_24975	708		
gene	rRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5274680	5274795	-					rrf		MPAO1_24980	116		
gene	rRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5274926	5277837	-							MPAO1_24985	2912		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5278057	5278132	-							MPAO1_24990	76		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5278161	5278237	-							MPAO1_24995	77		
gene	rRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5278301	5279837	-							MPAO1_25000	1537		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5280380	5280988	-					msrQ		MPAO1_25005	609		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5280988	5282001	-							MPAO1_25010	1014		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5282062	5282877	-					pssA		MPAO1_25015	816		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5283032	5284048	-					ilvC		MPAO1_25020	1017		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5284091	5284582	-					ilvN		MPAO1_25025	492		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5284585	5286309	-							MPAO1_25030	1725		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5286860	5287312	+							MPAO1_25035	453		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5287420	5287749	-							MPAO1_25040	330		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5287749	5288528	-							MPAO1_25045	780		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5288545	5290869	-					mrcB		MPAO1_25050	2325		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5291082	5292644	+							MPAO1_25055	1563		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5292736	5293083	+							MPAO1_25060	348		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5293309	5293581	+							MPAO1_25065	273		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5293686	5294483	+							MPAO1_25070	798		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5294947	5295834	-							MPAO1_25075	888		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5295845	5296612	-							MPAO1_25080	768		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5296612	5297595	-							MPAO1_25085	984		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5297646	5298539	-							MPAO1_25090	894		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5298549	5299613	-							MPAO1_25095	1065		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5299794	5302088	+							MPAO1_25100	2295		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5302191	5302538	+							MPAO1_25105	348		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5302619	5303131	+							MPAO1_25110	513		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5303135	5303584	-							MPAO1_25115	450		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5303834	5304283	+							MPAO1_25120	450		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5304342	5305577	-							MPAO1_25125	1236		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5305747	5306601	+							MPAO1_25130	855		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5306669	5307562	+							MPAO1_25135	894		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5307584	5308060	-							MPAO1_25140	477		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5308474	5309769	+							MPAO1_25145	1296		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5309766	5310857	+					trmA		MPAO1_25150	1092		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5310891	5311598	-					sfsA		MPAO1_25155	708		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5311598	5312770	-							MPAO1_25160	1173		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5312963	5313409	+					dksA		MPAO1_25165	447		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5313477	5314358	+							MPAO1_25170	882		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5314428	5314604	+							MPAO1_25175	177		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5314588	5317539	+							MPAO1_25180	2952		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5317566	5319002	+							MPAO1_25185	1437		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5319903	5321306	+					pcnB		MPAO1_25190	1404		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5321303	5321791	+					folK		MPAO1_25195	489		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5322041	5322841	+					panB		MPAO1_25200	801		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5322838	5323689	+							MPAO1_25205	852		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5323783	5324163	+							MPAO1_25210	381		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5324253	5325917	+							MPAO1_25215	1665		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5326111	5328048	+							MPAO1_25220	1938		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5328146	5329027	+							MPAO1_25225	882		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5329152	5332418	+							MPAO1_25230	3267		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5332423	5332716	+							MPAO1_25235	294		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5332713	5333027	+							MPAO1_25240	315		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5333087	5333284	-							MPAO1_25245	198		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5333334	5333678	-							MPAO1_25250	345		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5333951	5336056	-					pnp		MPAO1_25255	2106		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5336099	5336233	+							MPAO1_25260	135		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5336230	5336499	-							MPAO1_25265	270		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5336595	5337509	-					truB		MPAO1_25270	915		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5337512	5337901	-					rbfA		MPAO1_25275	390		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5338004	5340526	-							MPAO1_25280	2523		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5340554	5342035	-					nusA		MPAO1_25285	1482		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5342080	5342538	-							MPAO1_25290	459		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5342665	5342741	-							MPAO1_25295	77		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5342832	5342917	-							MPAO1_25300	86		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5342931	5343320	-							MPAO1_25305	390		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5343323	5344078	-							MPAO1_25310	756		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5344144	5345481	-							MPAO1_25315	1338		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5345498	5346349	-					folP		MPAO1_25320	852		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5346359	5348278	-					ftsH		MPAO1_25325	1920		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5348477	5349100	-							MPAO1_25330	624		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5349195	5349509	+					yhbY		MPAO1_25335	315		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5349550	5349957	-							MPAO1_25340	408		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5349968	5350444	-					greA		MPAO1_25345	477		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5350441	5353662	-							MPAO1_25350	3222		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5353682	5354332	-					leuE		MPAO1_25355	651		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5354344	5355480	-							MPAO1_25360	1137		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5355663	5356469	-							MPAO1_25365	807		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5356526	5357659	-					dnaJ		MPAO1_25370	1134		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5357775	5359688	-					dnaK		MPAO1_25375	1914		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5359778	5360338	-					grpE		MPAO1_25380	561		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5360404	5360517	-							MPAO1_25385	114		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5360506	5362182	+					recN		MPAO1_25390	1677		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5362252	5362656	-							MPAO1_25395	405		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5362754	5363284	+					bamE		MPAO1_25400	531		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5363352	5363657	-							MPAO1_25405	306		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5363650	5364084	-							MPAO1_25410	435		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5364360	5364839	+							MPAO1_25415	480		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5364862	5365635	-							MPAO1_25420	774		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5365964	5367652	+							MPAO1_25425	1689		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5367807	5368952	+							MPAO1_25430	1146		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5369019	5371835	+							MPAO1_25435	2817		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5372163	5372645	+							MPAO1_25440	483		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5372723	5373772	+							MPAO1_25445	1050		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5373775	5374635	+							MPAO1_25450	861		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5374648	5375313	+							MPAO1_25455	666		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5375337	5376770	+							MPAO1_25460	1434		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5376834	5377232	+							MPAO1_25465	399		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5377201	5377767	-							MPAO1_25470	567		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5377764	5378657	-							MPAO1_25475	894		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5378747	5379640	-							MPAO1_25480	894		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5379764	5380945	-							MPAO1_25485	1182		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5381053	5381298	-							MPAO1_25490	246		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5381332	5382222	-					yedA		MPAO1_25495	891		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5382377	5382844	+							MPAO1_25500	468		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5383168	5384445	-							MPAO1_25505	1278		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5384700	5386055	+							MPAO1_25510	1356		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5386167	5387168	-							MPAO1_25515	1002		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5387429	5388286	+							MPAO1_25520	858		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5388368	5388673	+							MPAO1_25525	306		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5388670	5389419	+							MPAO1_25530	750		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5389485	5390105	+							MPAO1_25535	621		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5390090	5391025	-							MPAO1_25540	936		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5391157	5391720	+							MPAO1_25545	564		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5391722	5392204	+							MPAO1_25550	483		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5392194	5392571	+							MPAO1_25555	378		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5392568	5393035	+							MPAO1_25560	468		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5393373	5394389	-							MPAO1_25565	1017		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5394524	5395252	+							MPAO1_25570	729		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5395275	5395853	-							MPAO1_25575	579		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5395850	5396650	-							MPAO1_25580	801		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5396946	5397314	-							MPAO1_25585	369		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5397577	5398299	+							MPAO1_25590	723		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5398340	5398435	-							MPAO1_25595	96		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5398567	5399184	-							MPAO1_25600	618		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5399279	5400676	-							MPAO1_25605	1398		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5400725	5402131	-							MPAO1_25610	1407		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5402413	5403096	+							MPAO1_25615	684		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5403100	5405025	-					selB		MPAO1_25620	1926		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5405022	5406428	-							MPAO1_25625	1407		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5406507	5407436	-					fdhE		MPAO1_25630	930		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5407569	5408195	-							MPAO1_25635	627		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5408267	5409196	-					fdxH		MPAO1_25640	930		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5409205	5411646	-					fdnG		MPAO1_25645	2442		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5411695	5412285	-							MPAO1_25650	591		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5412593	5413522	-							MPAO1_25655	930		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5413882	5415927	+							MPAO1_25660	2046		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5416136	5416585	+							MPAO1_25665	450		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5416742	5417977	+							MPAO1_25670	1236		
